genres,id,popularity,production_companies,runtime,vote_average,vote_count,title,collection
[18],167021,0.151805,"[7254, 10769]",118.0,8.0,3.0,Όλα είναι δρόμος,
"[35, 878]",38404,0.107203,[5699],74.0,7.0,3.0,Bela Lugosi Meets a Brooklyn Gorilla,
[35],71921,0.375375,[68488],96.0,6.1,7.0,Here We Go Round the Mulberry Bush,
[35],143839,0.726984,[34000],99.0,5.0,1.0,Nothing But the Best,
"[53, 28, 27]",365805,3.377995,[71951],83.0,3.9,24.0,Wrecker,
[18],72278,0.158954,[],90.0,7.3,3.0,Les Fautes d'orthographe,
"[14, 18, 10749, 10769]",83907,0.974656,[],87.0,6.1,4.0,Onna no kappa,
[35],110468,0.453894,[1221],80.0,6.8,5.0,Boys Will Be Boys,
"[18, 53]",329815,4.165542,"[309, 311, 591, 819, 5358, 5486, 6937, 11199, 11795, 11798, 11921, 18367, 23616, 33255, 77813, 77814]",100.0,5.6,62.0,Maryland,
"[10751, 35, 18]",12781,0.633356,[],92.0,7.2,7.0,Das fliegende Klassenzimmer,
"[27, 18]",63317,0.188011,"[26684, 51152]",85.0,4.3,5.0,Poor Pretty Eddie,
[35],272160,2.262251,[],95.0,4.4,21.0,My Man is a Loser,
[18],226693,0.046509,[7237],102.0,5.6,7.0,Spieltrieb,
[35],370902,0.786265,[71243],95.0,5.3,11.0,Страна ОЗ,
[35],47845,0.723258,"[2169, 6194, 67261]",108.0,7.2,9.0,12 Meter ohne Kopf,
"[28, 27]",224951,8.097234,[],90.0,4.4,10.0,Evil Feed,
"[28, 16]",242546,3.424565,[1077],90.0,5.2,19.0,ベヨネッタ ブラッディフェイト,
"[12, 18, 10402]",300403,0.654077,[69959],96.0,6.3,2.0,Shana: The Wolf's Music,
"[35, 18, 10751]",228109,1.320951,[17380],81.0,5.4,11.0,Two-Bit Waltz,
"[10749, 35, 10751]",302688,6.344961,"[33, 4171, 7429, 12026]",94.0,5.6,328.0,My Big Fat Greek Wedding 2,389767
"[18, 10402]",327528,4.470369,"[2649, 8204]",97.0,6.7,58.0,Born to Be Blue,
[],367108,0.215093,[53749],5.0,6.7,3.0,Arrêt Pipi,
[],326119,0.092765,[],5.0,6.0,2.0,Danny and the Wild Bunch,
[35],203124,0.585728,[],4.0,6.7,3.0,Failure,
"[878, 18, 14]",167410,0.073275,[],15.0,9.0,2.0,Hibernation,
"[28, 18]",357706,0.756243,"[2320, 11835, 14294, 44163]",112.0,6.7,11.0,இறுதிச்சுற்று,
"[35, 18]",210302,0.723927,[],9.0,7.3,4.0,Love's Routine,
"[18, 35]",208091,1.043899,[11801],9.0,5.6,5.0,Saving Norman,
[],136366,0.125697,[],10.0,6.7,3.0,Fugu & Tako,
"[10749, 18]",384205,0.596106,"[11801, 73532]",8.0,6.0,6.0,The Gift,
[],110898,0.957378,[],11.0,5.7,3.0,Apricot,
[18],314029,1.720755,"[1968, 13003, 13573, 42235]",101.0,6.5,25.0,Boi Neon,
"[53, 27]",38706,1.883218,"[6651, 36546]",116.0,6.0,14.0,La setta,
[],18188,0.384432,[3462],88.0,4.0,6.0,"Digby, the Biggest Dog in the World",
"[35, 10749]",46776,0.308475,[4],93.0,8.0,3.0,The Bliss of Mrs. Blossom,
[],195029,0.095628,[],0.0,0.0,0.0,"Coffee, Kill Boss",
[18],58559,0.77848,"[3452, 12180, 35139]",120.0,4.9,6.0,Confession of a Child of the Century,
[35],378137,0.826674,[],61.0,7.1,15.0,Hannibal Buress: Comedy Camisado,
[35],387054,1.253711,[59811],62.0,6.9,24.0,Jimmy Carr: Funny Business,
"[18, 10749]",124993,0.101284,[4978],120.0,7.0,2.0,Hindle Wakes,
[99],42291,0.386889,[27649],120.0,6.0,3.0,The Buddha,
"[28, 12, 35, 10769]",31184,1.251085,[],103.0,3.5,2.0,1724 기방난동사건,
[99],359440,0.851903,[],103.0,6.7,6.0,Barista,
"[18, 10402]",297806,4.654312,"[13240, 28732]",123.0,5.9,48.0,I Saw the Light,
[35],186759,5.826914,"[215, 5490]",93.0,5.2,217.0,Get a Job,
"[27, 53]",356326,2.673646,[45461],85.0,5.7,35.0,Sorgenfri,
"[10770, 10749, 18]",153397,1.512077,"[3324, 12574, 12575]",180.0,4.9,8.0,Restless,
"[10402, 27, 53]",40208,0.399834,[35915],93.0,4.3,5.0,Shock 'Em Dead,
"[28, 35]",342521,7.942084,[12],94.0,6.0,434.0,Keanu,
[18],132540,0.362432,[],108.0,6.8,2.0,The Taiwan Oyster,
"[18, 53]",337758,0.601453,"[33214, 54760, 63197]",90.0,9.3,2.0,Медена ноќ,
[18],334922,0.504563,"[11672, 12496, 51399, 90850, 90851]",99.0,7.3,9.0,Þrestir,
"[27, 10402]",375742,2.159038,"[37732, 72890, 74691, 74925, 74926]",92.0,6.1,31.0,Córki dancingu,
[18],336011,6.021721,"[1422, 64854, 71894, 71895]",88.0,5.5,109.0,White Girl,
"[35, 14, 27, 53]",290825,7.550395,"[16301, 23700, 35043]",88.0,4.7,107.0,Yoga Hosers,
"[18, 10752]",239103,3.21968,[],108.0,7.2,38.0,Lauf Junge lauf,
[99],157005,0.231755,[],89.0,6.2,5.0,Google and the World Brain,
"[99, 10402]",72750,0.177974,[],116.0,5.7,3.0,Brasilintime: Batucada com Discos,
[27],48613,0.219358,"[1080, 1242, 6639, 6849, 8492, 8694, 16186]",94.0,4.0,2.0,La maschera del demonio,
[35],333663,9.215388,"[5056, 7308, 25954, 50079, 83397]",98.0,5.8,105.0,War on Everyone,
[99],250852,0.154342,[],94.0,4.8,4.0,The Notorious Mr. Bout,
[99],201729,0.117647,[],89.0,5.2,3.0,Elektro Moskva,
[99],154786,0.063288,[],96.0,0.0,0.0,Le Chant Des Ondes,
"[10402, 99]",82151,0.037986,[],70.0,8.0,1.0,Haack ...The King of Techno,
[],278660,0.094209,[],90.0,6.0,2.0,Tony Benn: Will and Testament,
"[99, 10402]",75577,0.007221,[],60.0,0.0,0.0,Brian Eno: Another Green World,
"[99, 10402]",97399,0.040758,[],97.0,8.0,1.0,This Is The Life,
[99],123680,0.005883,[3324],90.0,0.0,0.0,What Darwin Didn't Know,
"[36, 99]",34158,1.256236,[],113.0,8.0,3.0,The People Speak,
[99],214170,0.684293,[57430],48.0,9.2,5.0,When Bjork Met Attenborough,
[18],341745,0.009467,"[2125, 10947]",,0.0,0.0,Aus Liebe zu Dir,
[],276157,0.015294,[],,0.0,0.0,What Is Left,
[27],122544,0.773253,"[20577, 20578, 45301]",84.0,5.2,6.0,The Perfect House,
"[35, 18, 10749]",296360,12.822085,"[9225, 12398, 20580, 37812, 46421]",94.0,6.4,171.0,Love & Friendship,
[],257044,0.810999,[],113.0,2.5,2.0,Game For Vultures,
[],165344,0.301722,[],97.0,2.5,2.0,The Sentimental Engine Slayer,
"[80, 18]",44256,0.626395,"[8130, 22396, 22397]",101.0,6.7,9.0,Razzia sur la chnouf,
"[18, 10749]",186991,2.613487,[7117],94.0,5.6,26.0,Grand Central,
[35],254952,1.836611,[12808],97.0,4.7,10.0,Me Him Her,
"[35, 53, 18]",259014,0.794622,[],86.0,4.4,7.0,A Bit of Bad Luck,
"[18, 27]",347848,2.411218,[74355],91.0,5.3,12.0,Last Girl Standing,
"[36, 16, 18]",239367,2.748559,"[3627, 12657, 35441]",102.0,7.0,17.0,ジョバンニの島,
"[27, 878, 35]",60410,0.336057,[4535],88.0,7.0,3.0,Remote Control,
"[27, 53, 9648]",33419,3.148801,[33],69.0,6.8,17.0,The House of Fear,478628
[],76746,0.196508,[255],0.0,3.3,3.0,Вдребезги,
"[35, 14, 878]",36818,0.596799,[6194],89.0,3.9,4.0,Smorgasbord,
[],242631,0.621613,[6194],101.0,5.0,1.0,So This Is Love,
"[35, 10749]",134238,0.005411,[6194],58.0,0.0,0.0,Song of the Saddle,
[37],207178,1.167911,[6194],83.0,5.0,1.0,The Lion and the Horse,
"[9648, 35, 18]",85231,0.071784,[441],71.0,6.8,2.0,The Lone Wolf Meets a Lady,395433
"[35, 18]",75510,1.089928,"[6194, 9329]",68.0,5.3,8.0,The Purchase Price,
"[35, 18, 10749]",122325,0.154659,"[3245, 6194, 9329]",71.0,6.8,2.0,The Rich Are Always with Us,
"[10749, 35]",249969,0.059756,[6194],99.0,0.0,0.0,Three Cheers for the Irish,
[18],66060,0.039983,[],115.0,0.0,0.0,休暇,
[18],372691,0.341004,[6194],60.0,0.0,0.0,White Bondage,
[35],178447,0.141396,[6194],69.0,0.0,0.0,Wide Open,
"[18, 35]",86497,1.078596,[24205],98.0,4.0,5.0,Sängkamrater,
[35],376716,0.796854,[20103],105.0,7.0,12.0,День выборов 2,122776
"[53, 35, 27]",383535,3.050844,"[41735, 73386]",95.0,5.5,50.0,They're Watching,
"[16, 35]",90110,0.61991,[5648],70.0,4.5,2.0,Down and Dirty Duck,
[99],297784,0.346869,[],64.0,0.0,0.0,Barolo Boys,
"[14, 878, 35]",365002,0.603562,[29856],80.0,4.7,3.0,Kryptonita,
[99],68048,0.01239,[],75.0,0.0,0.0,FLicKeR,
"[28, 878, 18]",261899,0.55705,[],14.0,6.4,7.0,Prospect,
[18],261112,0.110657,[333],15.0,8.0,3.0,Varde,
[18],16017,2.466901,[11672],92.0,6.7,15.0,Prag,
[],145547,0.475534,[],90.0,7.0,1.0,Mad Ship,
"[27, 53]",295627,0.377926,[],7.0,6.1,9.0,Spawn: The Recall,
[53],202831,0.365056,[20358],193.0,5.3,2.0,The Fire Next Time,
"[27, 878, 53]",50942,6.243385,"[2230, 2231, 4056]",176.0,4.0,21.0,Creature,
[18],271664,1.028263,[],100.0,5.2,3.0,Alex: The Life of a Child,
[99],75027,0.073223,[],80.0,8.5,2.0,Checkpoint,
"[28, 16]",379291,6.504562,"[429, 2785, 9993]",78.0,6.8,177.0,Justice League vs. Teen Titans,466894
"[35, 10751]",338913,1.400383,"[245, 288, 71625]",94.0,7.0,20.0,Bill,
[],304869,0.015625,[],0.0,0.0,0.0,Emergency Exit,
[99],251220,1.843645,[],80.0,6.6,19.0,Who Took Johnny,
[99],229353,0.393128,[],79.0,7.7,3.0,No Más,
[18],302802,0.38436,[],0.0,4.5,6.0,Tre tocchi,
[],204506,0.158022,[],80.0,8.3,3.0,La Once,
"[12, 16, 35, 10751, 10770]",387893,6.263676,"[9383, 11749, 75052]",25.0,5.7,92.0,Ice Age: The Great Egg-Scapade,
"[35, 18]",109261,1.212447,[49619],89.0,5.6,27.0,Parlez-moi de vous,
[99],287717,0.304351,[],77.0,0.0,0.0,Edgar G. Ulmer: The Man Off-screen,
[35],45103,0.180575,[],48.0,4.8,6.0,Richard Pryor: Live and Smokin',
"[10751, 12]",27923,0.366869,[5120],93.0,5.1,4.0,Sovsem Propashchiy,
"[12, 10751]",74705,0.408185,[],0.0,4.8,3.0,Приключения Тома Сойера и Гекльберри Финна,
[99],334629,0.009036,"[8922, 86787]",52.0,0.0,0.0,The Wonderful Wizard of Oz: 50 Years of Magic,
"[37, 18]",246415,0.088812,[48510],105.0,8.0,2.0,Redland,
[99],255548,0.061216,[],74.0,5.0,1.0,A Alma do Osso,
[99],125531,0.03668,"[2744, 88541]",100.0,5.0,1.0,Pripyat,
"[18, 10749]",163042,0.166253,[],92.0,4.0,2.0,Оранжевая любовь,
[],177714,,[13588],,0.0,0.0,Mágica Aventura,
[],131027,0.143876,"[7013, 8100]",112.0,6.5,2.0,Csontváry,
"[10749, 35, 18]",83234,0.227948,[15406],45.0,4.0,4.0,აპრილი,
[35],78476,3.517298,"[1115, 2564, 3984, 5358, 6301, 7466, 7981, 8009, 9092, 9093, 10611, 11261, 11773, 11800, 11924, 15893]",103.0,5.1,59.0,Mon Pire Cauchemar,
"[10770, 28, 878]",239804,1.459471,"[4774, 44177, 50453]",120.0,4.5,5.0,Path of Destruction,
[99],292081,0.984906,[],100.0,7.2,10.0,Sunshine Superman,
"[37, 18]",267579,3.130743,"[1719, 2535, 6735, 11293, 21915, 52162, 67475, 73673]",101.0,4.4,12.0,El Ardor,
"[18, 53]",5252,1.878372,[7036],112.0,5.8,3.0,밀애,
"[28, 18]",67089,0.159576,[],116.0,4.3,4.0,비트,
"[80, 35]",182950,0.018424,[4395],66.0,0.0,0.0,Blonde Dynamite,415931
[99],356325,1.490797,[17980],89.0,7.6,8.0,Everything Is Copy,
"[18, 14]",114242,0.764101,[],128.0,7.2,6.0,Faust,
[99],304878,1.306323,"[201, 4606, 18492, 30943, 32536, 90600, 90601, 90602, 90603]",114.0,7.3,4.0,Von Caligari zu Hitler: Das deutsche Kino im Zeitalter der Massen,
[18],76105,0.001194,[],82.0,0.0,0.0,Hunger,
"[27, 53]",357096,21.505988,[10399],91.0,5.1,200.0,I Spit on Your Grave III: Vengeance is Mine,219691
"[10402, 10749]",116500,0.00349,[4],113.0,0.0,0.0,Incendiary Blonde,
[9648],45960,0.114769,[],73.0,3.5,3.0,Blind Spot,
[12],121848,0.470464,[6194],60.0,0.0,0.0,Isle of Fury,
"[16, 12, 10751, 35]",81670,1.865894,[],89.0,5.1,4.0,Jock of the Bushveld,
[53],64239,0.941056,[],90.0,7.0,3.0,Kamikaze,
"[878, 53]",12607,1.002932,[],106.0,5.0,3.0,Kamikaze 1989,
"[28, 12, 18, 10769]",187422,0.757754,[5798],84.0,6.0,1.0,Dao bing fu,
"[28, 12, 18]",64307,0.083321,[5798],81.0,5.5,1.0,龍虎會風雲,
"[28, 10769]",66730,0.125147,[5798],79.0,6.2,3.0,血酒天牢,
[35],193459,0.002589,[4395],70.0,0.0,0.0,Lucky Losers,415931
[99],373349,0.557941,"[79080, 79081]",105.0,7.7,11.0,Mapplethorpe: Look at the Pictures,
[99],344170,0.855416,"[7584, 10950, 15393, 79082, 79083]",78.0,8.0,14.0,Only the Dead See The End of War,
[18],110299,0.689068,[14838],97.0,6.0,1.0,Angel Baby,
"[18, 80]",59895,0.072413,[4928],85.0,6.0,2.0,Sudden Danger,
"[18, 10749]",36799,1.238765,[328],78.0,4.6,9.0,Sugar,
[18],175226,0.001264,[46979],59.0,0.0,0.0,The Symbol of the Unconquered,
[18],224162,0.048443,[6],67.0,0.0,0.0,Tarnished Angel,
[35],54241,0.142776,[22520],68.0,7.0,2.0,The Extra Girl,
"[35, 53, 10749, 18, 80]",85232,0.116017,[441],67.0,6.5,2.0,The Lone Wolf Strikes,395433
[35],95037,0.162478,[441],75.0,6.0,1.0,Time Out for Rhythm,
[12],118517,0.243251,[8411],86.0,4.0,2.0,Valley of the Kings,
[35],33486,0.74624,[33],86.0,7.0,5.0,Keep 'Em Flying,
[35],33484,0.634062,[33],82.0,6.3,6.0,Hit the Ice,
[35],36704,1.132645,[33],75.0,6.7,7.0,In Society,
[35],33482,0.947703,[33],90.0,5.5,10.0,Here Come the Co-eds,
[35],36706,0.389627,[33],90.0,5.4,5.0,Little Giant,
[18],179103,0.002484,[6194],62.0,0.0,0.0,On Dress Parade,
[35],296071,0.920347,[6999],126.0,7.4,6.0,海月姫,
[99],380808,3.785788,"[2740, 6735]",116.0,7.5,73.0,Zero Days,
[35],295699,6.737797,[13184],116.0,6.3,419.0,Everybody Wants Some!!,
"[18, 35, 80, 10769]",21571,0.766631,[2212],110.0,6.6,5.0,Mithya,
[],161816,0.003494,[],96.0,0.0,0.0,Raghu Romeo,
[18],19083,3.013494,[1225],105.0,4.8,10.0,Strays,
"[28, 53]",72912,2.418216,[3546],89.0,5.2,39.0,Carjacked,
[99],205055,0.128444,[],90.0,7.7,3.0,Sign Painters,
"[10749, 18, 10402]",369557,10.672862,"[513, 1785, 7493, 42379, 49152, 68417]",106.0,8.0,669.0,Sing Street,
[35],336775,0.610104,[51663],98.0,6.7,3.0,All-Stars,
"[18, 10749]",340627,0.183751,[],105.0,6.0,1.0,Ayanda,
"[10749, 36, 18]",75733,0.346814,"[9, 223, 11244, 20091, 68914, 94831]",140.0,5.9,7.0,Perceval le Gallois,
"[35, 10402, 10749]",82100,0.118387,[],0.0,5.0,3.0,Flower Girl,
"[18, 10749, 10769]",40211,1.007602,[],116.0,7.2,25.0,백만장자의 첫사랑,
"[35, 18]",362541,0.542412,[11801],18.0,6.8,4.0,Jump!,
[878],123337,1.242355,[],7.0,6.6,11.0,Sight,
[],389882,0.01125,[],91.0,0.0,0.0,دل‌شدگان,
[99],58517,0.086215,[],100.0,4.3,2.0,Titãs - A Vida Até Parece uma Festa,
[],298869,0.49763,[],15.0,8.0,4.0,Bag Man,
"[35, 10749]",25451,2.131755,"[4916, 4917]",100.0,4.6,13.0,Taking Chances,
[35],185289,0.012491,[],67.0,0.0,0.0,Blues Busters,415931
[35],184328,0.098143,[4395],67.0,6.0,1.0,Triple Trouble,415931
[35],185273,0.462816,[4395],69.0,10.0,1.0,Bowery Battalion,415931
[35],187516,0.110691,[4395],65.0,0.0,0.0,Crazy Over Horses,415931
[35],156603,0.64078,[4395],68.0,7.0,1.0,Let's Go Navy!,415931
[35],180819,0.269692,[4395],63.0,0.0,0.0,Feudin' Fools,415931
"[35, 80]",252916,0.08455,[4395],66.0,7.0,1.0,Here Come the Marines,415931
"[28, 35]",115706,0.002085,[4395],67.0,0.0,0.0,Hold That Line,415931
[35],192371,0.003353,[],62.0,0.0,0.0,Clipped Wings,415931
[35],116160,0.523744,[],62.0,7.0,2.0,Jalopy,415931
"[35, 28, 12]",107966,0.058772,[4395],62.0,6.5,1.0,Loose in London,415931
[35],174195,0.158484,[4395],64.0,8.0,1.0,Private Eyes,415931
[35],116190,0.022909,[4928],62.0,0.0,0.0,Paris Playboys,415931
[35],70313,0.409838,[4928],64.0,6.8,3.0,Bowery to Bagdad,415931
[35],144852,0.08675,[4928],61.0,0.0,0.0,Dig That Uranium,415931
[35],193435,0.065699,[4928],61.0,8.0,1.0,High Society,415931
[35],178569,0.164536,[4928],61.0,6.0,2.0,Jail Busters,415931
[35],177234,0.631319,[4928],61.0,7.0,1.0,Spy Chasers,415931
"[28, 35]",230182,0.140066,[4928],62.0,6.5,1.0,Crashing Las Vegas,415931
"[35, 10402]",193450,0.037052,[],107.0,0.0,0.0,Second Fiddle to a Steel Guitar,
"[18, 35]",358893,1.147328,"[39720, 52630, 78367]",115.0,7.7,6.0,Angry Indian Goddesses,
"[80, 27, 53]",354220,3.486367,[],95.0,4.6,29.0,The Girl in the Photographs,
"[9648, 27, 53]",347850,1.449125,[77864],87.0,4.0,10.0,The Unfolding,
[18],142023,1.374382,[],0.0,6.3,8.0,Les Amants du Flore,
"[16, 35, 18]",351065,2.000166,"[164, 345]",96.0,5.7,25.0,Zoom,
[878],331985,1.714401,[35731],14.0,6.2,7.0,Sundays,
[18],321645,0.086079,[],20.0,8.0,2.0,This Is Normal,
"[27, 18, 10749]",298165,1.03593,[],11.0,6.7,10.0,He Took His Skin Off for Me,
[35],334362,1.30421,[17465],89.0,5.3,12.0,Highway to Hellas,
[27],203890,0.382739,[],26.0,3.2,5.0,2 Hours,
[18],25803,0.635498,[],101.0,8.0,9.0,Amal,
[16],276828,0.118706,[],4.0,7.3,3.0,Wind,
"[35, 16]",240636,0.142337,[49671],10.0,5.5,2.0,Die Nashörner,
"[53, 16, 80]",317213,0.214997,[],12.0,4.7,3.0,Les Bessons Del Carrer de Potent,
"[16, 18]",195030,0.984033,[],10.0,7.6,4.0,Palmipédarium,
[],348396,0.452077,[],15.0,5.8,10.0,Ave Maria,
"[18, 10752]",335026,0.280555,[],25.0,7.4,5.0,Day One,
"[53, 18]",365909,0.502436,[],30.0,7.3,6.0,Alles wird gut,
[18],369373,0.879433,[],13.0,7.7,13.0,Stutterer,
[],250686,0.12,[],8.0,5.0,3.0,Eager,
[],382523,0.080108,[],7.0,4.0,2.0,Vaesen,
"[53, 10769]",109907,0.679086,[],141.0,6.4,11.0,Hate Story,401261
"[53, 18, 10749]",282346,1.383588,[],130.0,4.5,12.0,Hate Story 2,401261
[16],300455,0.173264,[],8.0,5.3,3.0,La testa tra le nuvole,
[16],365566,0.121883,[29427],7.0,6.0,2.0,Small People with Hats,
[35],116312,0.619347,"[1183, 4808]",95.0,7.2,14.0,La escopeta nacional,469613
"[53, 27]",352166,0.070244,[59651],73.0,6.0,1.0,Catastasis,
"[35, 53]",144686,0.00469,[21485],7.0,6.0,1.0,The Lift,
"[99, 10402]",53202,0.409958,"[20039, 20040, 20041]",123.0,8.7,5.0,The T.A.M.I. Show,
"[99, 36]",142914,0.047059,[],58.0,5.0,1.0,In Search of Blind Joe Death: The Saga of John Fahey,
"[35, 18, 10749]",370755,10.300307,"[20580, 23437, 26995, 86041]",118.0,7.0,311.0,Paterson,
"[28, 12, 18]",290595,17.260203,"[33, 10338, 16314]",114.0,6.0,1575.0,The Huntsman: Winter's War,393379
[35],325133,9.914008,"[33, 10338, 16615, 17393]",91.0,5.6,1490.0,Neighbors 2: Sorority Rising,400700
"[878, 27]",133953,0.23136,[],80.0,4.0,2.0,Snow Shark: Ancient Snow Beast,
[],113660,0.139006,[],55.0,5.7,3.0,Rumble,
"[27, 9648, 53]",224944,1.108737,[47547],85.0,5.9,11.0,Silent Retreat,
[18],158928,0.814722,[4343],108.0,4.5,4.0,The Roman Spring of Mrs. Stone,
[27],86239,0.035862,[6194],95.0,7.5,2.0,The Pack,
"[80, 18]",26829,0.608893,[3458],79.0,5.0,1.0,The Houston Story,
[],70151,0.344184,[],76.0,5.0,1.0,Johnny Stool Pigeon,
[37],388910,0.013553,[441],64.0,0.0,0.0,Klondike Kate,
[53],29487,0.361934,[4977],60.0,3.8,2.0,The Mark of the Whistler,33381
"[18, 53]",29490,0.113959,[4977],60.0,6.3,2.0,Voice of the Whistler,33381
"[9648, 80]",29829,0.558991,[4977],61.0,4.8,5.0,Mysterious Intruder,33381
[80],46196,0.114236,[10330],76.0,5.8,3.0,Hollywood Story,
[12],206099,0.168193,[],77.0,0.0,0.0,The Iron Glove,
"[53, 27]",29390,0.754169,[10324],92.0,4.3,2.0,Let's Kill Uncle,
"[878, 9648]",29398,1.185947,"[4, 10324]",97.0,0.0,0.0,Project X,
[35],300769,0.095193,[1442],90.0,0.0,0.0,Enchantment,
[99],365183,0.814786,[],100.0,4.8,5.0,Killing Them Safely,
"[35, 80, 10749]",118534,2.285098,[1486],100.0,6.3,5.0,A Scandal in Paris,
[99],369168,0.233104,"[13673, 83516]",100.0,7.5,2.0,A Good American,
[],355925,0.027671,"[4183, 7407, 61619]",87.0,0.0,0.0,Another World,
[],252674,0.873852,[],90.0,5.3,16.0,A Second Chance,
[27],327674,0.780846,[50242],95.0,2.0,3.0,The Invited,
[35],356300,1.77263,[65125],101.0,5.0,31.0,How to Plan an Orgy in a Small Town,
"[35, 27]",101733,2.261585,[955],85.0,3.8,16.0,ゾンビアス,
"[27, 53]",40043,1.710088,[12889],108.0,4.8,32.0,Τα παιδιά του διαβόλου,
[53],90843,0.123425,[12877],140.0,7.0,2.0,২২শে শ্রাবণ,
"[10770, 14, 27]",57173,2.05618,[10346],86.0,3.0,7.0,Monsterwolf,
"[10751, 10769]",102909,0.197417,"[79, 4024, 6825]",96.0,4.0,1.0,Joey,
[99],332748,0.192604,[67912],83.0,7.3,4.0,Very Semi-Serious,
"[80, 53]",301608,7.55939,"[290, 40797, 51525, 51526, 67260, 76991, 76992]",93.0,4.8,159.0,The Trust,
[],131334,0.00022,[],90.0,8.0,2.0,La maschera,
[99],173327,0.702079,[],162.0,7.1,4.0,From Bedrooms to Billions,
"[28, 18, 53]",68016,0.372987,[7135],160.0,6.8,8.0,Aadukalam,
[18],81030,1.066544,[8232],106.0,4.7,3.0,Summer Storm,
"[18, 53]",372226,0.867549,"[12466, 14143, 35124]",118.0,8.0,8.0,விசாரணை,
[],166393,0.000571,[],101.0,0.0,0.0,Burning an Illusion,
"[18, 99]",297393,1.92024,"[181, 2335, 11486]",86.0,3.7,23.0,Dark Horse,
[],290916,0.016798,[],14.0,0.0,0.0,7.2,
"[27, 53]",376570,7.205636,"[1224, 3172]",81.0,6.9,834.0,Hush,
[99],121983,1.683584,[12485],101.0,6.6,12.0,Free Angela and All Political Prisoners,
[18],285869,0.017768,"[2391, 11220, 47495]",95.0,0.0,0.0,Wet Bum,
"[16, 35, 18]",32202,0.257958,[4921],76.0,6.8,7.0,Hey Good Lookin',
[99],308063,0.56447,[],83.0,5.7,6.0,The Visit,
[28],277690,0.479662,[83765],105.0,0.0,0.0,Yasmine,
"[28, 80, 18]",61908,1.108281,[5229],82.0,5.1,6.0,Canon City,
"[35, 28]",42362,0.229897,[18789],22.0,7.1,4.0,From Hand to Mouth,
"[53, 878, 27]",343112,0.494847,[5486],87.0,5.4,12.0,Man Vs.,
[18],374465,5.858112,"[94, 311, 1666, 4247, 5358, 18367, 48663, 51696, 78935, 78936, 85253]",102.0,6.5,70.0,L'avenir,
"[18, 53]",318553,1.798216,"[5225, 78747]",88.0,4.8,11.0,Sugar Daddies,
[],237811,0.223245,[],101.0,6.9,4.0,Lanse Gutou,
[18],15803,1.099681,[1225],20.0,5.9,7.0,Multi-Facial,
[],130269,0.020031,[],55.0,7.6,5.0,Cien niños esperando un tren,
[99],144651,0.586297,[],6.0,7.0,9.0,Vormittagsspuk,
"[18, 35, 10402]",113217,0.301324,"[7483, 35459, 38007]",93.0,0.0,0.0,Out of Sync,
[99],57656,3.26206,"[2786, 11325, 11326]",214.0,8.2,17.0,Dangerous Days: Making Blade Runner,
[35],18597,0.867197,[],75.0,7.3,8.0,Jimmy Carr: Live,
[35],19499,0.638918,[3625],80.0,7.0,10.0,Jimmy Carr: Stand Up,
[35],15372,0.62228,[],93.0,7.4,9.0,Jimmy Carr: Comedian,
[35],15429,1.084058,[],87.0,8.7,7.0,Jimmy Carr: In Concert,
[35],24784,0.414557,[],90.0,7.7,10.0,Jimmy Carr: Telling Jokes,
[35],49381,0.579694,[],113.0,7.1,9.0,Jimmy Carr: Making People Laugh,
[35],79483,0.309219,[],111.0,6.9,8.0,Jimmy Carr: Being Funny,
[35],238177,0.170595,[],92.0,8.0,3.0,Jimmy Carr: Laughing and Joking,
"[16, 18]",204344,0.112133,[],10.0,8.2,3.0,Internet Story,
"[18, 878]",200558,0.522593,[],7.0,5.3,2.0,Kara,
[18],26768,1.057753,[4576],93.0,5.6,4.0,Baby Love,
"[27, 53]",354924,3.904904,[61051],80.0,4.8,39.0,The Dead Room,
[35],254439,1.867297,[],0.0,5.7,37.0,O Candidato Honesto,
"[14, 18]",96186,0.247933,[7159],1.0,6.4,7.0,Le Magicien,
[27],52854,1.441442,[5798],93.0,5.7,8.0,Jiang tou,385250
"[10749, 18]",227077,1.167734,[88709],65.0,0.0,0.0,A tolonc,
"[18, 36]",348390,4.63267,[],110.0,6.9,56.0,Confirmation,
[53],235046,1.906993,[],81.0,4.2,13.0,Darkroom,
[99],301056,1.145184,"[3164, 6733, 8090, 8091, 37455]",87.0,5.1,13.0,Enchanted Kingdom,
"[28, 10769, 878]",67174,0.236331,"[8341, 57662]",106.0,3.5,2.0,Exodus: Tales from the Enchanted Kingdom,
[35],99374,0.573453,[8411],89.0,0.0,0.0,Honeymoon Hotel,
"[28, 878]",166660,1.290102,[],83.0,3.1,14.0,Jurassic Attack,
[35],255388,0.080368,[6],70.0,5.5,1.0,Man Alive,
"[35, 80]",56078,0.840863,[],97.0,7.1,8.0,Vabank II,140126
"[10751, 18]",51505,0.217647,[],90.0,6.7,6.0,The Christmas Hope,
"[28, 878]",244852,1.93453,[],76.0,3.4,14.0,Poseidon Rex,
[18],270909,0.146336,[],95.0,6.0,3.0,Refugiado,
"[27, 878]",117023,0.104482,[],90.0,2.0,1.0,Sharkman,
[99],322746,0.036361,[],89.0,0.0,0.0,Sweet Micky for President,
[],101320,0.441255,[],88.0,4.0,1.0,The Spiral Staircase,
"[28, 10769]",67021,0.47608,[5798],85.0,5.4,4.0,Xiao nian Su Qi Er,
